,agency,date,title,fulltitle,color,RIN,stage,PrevStage,abstract,effect1,effect2,effect3,effect4,effect5,effect6,effect7,prompt,legaldeadline1,legaldeadline2,legaldeadline3,legaldeadline4,legaldeadline5,legaldeadline6,initiated,docket,toOSTscheduled,toOSTprojected,toOSTactual,withdrawnOSTscheduled,withdrawnOSTprojected,withdrawnOSTactual,toModescheduled,toModeprojected,toModeactual,resubmitOSTscheduled,resubmitOSTprojected,resubmitOSTactual,toOMBscheduled,toOMBprojected,toOMBactual,withdrawnOMBscheduled,withdrawnOMBprojected,withdrawnOMBactual,toMode2scheduled,toMode2projected,toMode2actual,resubmitOST2scheduled,resubmitOST2projected,resubmitOST2actual,toMode3scheduled,toMode3projected,toMode3actual,resubmitOST3scheduled,resubmitOST3projected,resubmitOST3actual,resubmitOMB2scheuled,resubmitOMB2projected,resubmitOMB2actual,clearOMBscheduled,clearOMBprojected,clearOMBactual,publicationapprovedscheduled,publicationapprovedprojected,publicationapprovedactual,publicationscheduled,publicationprojected,publicationactual,endcommentscheduled,endcommentprojected,endcommentactual,extcommentscheduled,extcommentprojected,extcommentactual,endcomment2scheduled,endcomment2projected,endcomment2actual,whydelay1,whydelay2,whydelay3,whydelay4,whydelay5,whydelay6,whydelay7,whydelay8,fedreg
21,Office of the Secretary,201001,Popular Title: Aviation Consumer Part 2,Enhancing Airline Passenger Protections - Part 2,Green,RIN 2105-AD92,Stage: NPRM,Previous Stage:None,Abstract: This rulemaking would enhance airline passenger protections by addressing the following areas:(1) contingency plans for lengthy tarmac delays; (2) reporting of tarmac delay data; (3) customer service plans; (4) notification to passengers of flight status changes; (5) inflation adjustment for denied boarding compensation; (6) alternative transportation for passengers on canceled flights; (7) opt-out provisions (e.g. travel insurance); (8) contract of carriage provisions; (9) baggage fees disclosure; and (10) full fare advertising.,Regulatory Flexibility Act,,,,,,,Prompting action: None,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 07/01/2008,Docket Number: Dates for NPRM:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: N/A Federal Register Citation for NPRM: None      ,,,,,,,,Federal Register Citation for NPRM: None
22,Office of the Secretary,201001,Popular Title: Medical Review Officers,Procedures for Transportation Workplace Drug and Alcohol Testing Programs,Black,RIN 2105-AD95,Stage: NPRM,Previous Stage:None,Abstract: This ruelmaking would propose to amend certain provisions of its drug and alcohol testing  procedures that will address collection and testing of urine specimens. These changes would affect the role and standards applying to to collectors and Medical Review Officers (MROs). The proposed changes are intended to create consistency with requirements established by the U.S. Department of Health and Human Services. This rulemaking has been downgraded and will not appear in next month‚s report.,,,,,,,Regulatory Flexibility Act,Regulatory Flexibility Act Prompting action: Statute Legal Deadline: None,Legal Deadline: Unknown,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 07/13/2009,Docket Number: Dates for NPRM:,12/15/09,NA,12/15/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/1/10,NA,NA,3/15/10,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: N/A ,,,,,,,,Federal Register Citation for NPRM: None
23,Pipeline and Hazardous Materials Safety Administration,201001,Popular Title: Storage of Explosives,Hazardous Materials: Requirements for Storage of Explosives During Transportation,Red,RIN 2137-AE06,Stage: NPRM,Previous Stage: ANPRM: Publication Date 11/16/2005; End of Comment Period 02/14/2006; Reopening of Comment Period 7/03/2008; End of Reopened Comment Period 10/01/2008.,"Abstract: This rulemaking would address the current safety and security risks associated with the storage of explosives during transportation. The Hazardous Materials Regulations (HMR) require shipments stored during transportation to conform to the same requirements that apply when the shipments are actually moving and for the shipping company to have security plans covering its shipments. Otherwise, the HMR do not include  specific requirements for facilities at which explosives or other high-hazard materials are stored during transportation. The HMR do not establish specific standards for storage facilities nor do they limit the amount of material that may be stored in a single location. Through this rulemaking, the agency will evaluate the adequacy of existing regulations and the need for additional, more specific requirements. In particular, the agency is considering whether current industry standards applicable to the storage of explosives should be incorporated by reference into the HMR.",None,,,,,,,Prompting action: None,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 01/01/2005,Docket Number: PHMSA-2005-22987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: Additional coordination necessary Federal Register Citation for NPRM: None      ,,,Additional coordination necessary,,,,,Federal Register Citation for NPRM: None
24,Pipeline and Hazardous Materials Safety Administration,201001,Popular Title: Package Inspection Authority,Hazardous Materials: Enforcement Regulations,Red,RIN 2137-AE13,Stage: Final Rule,Previous Stage: NPRM: Publication Date 10/02/2008;End of Comment Period 12/01/2008.,"Abstract: Pursuant to a mandate in SAFETEA-LU (section 7118 of P.L. 109-59), this rulemaking would establish procedural regulations to implement authority provided to DOT to open packages believed to contain hazardous materials; remove such packages from transportation; gather information; order the package transported to a facility for examination and analysis; obtain assistance from qualified persons; and issue emergency restrictions, prohibitions, recalls, or out-of-service orders to abate an imminent hazard.",EU NAFTA,Foreign,,,,,,Prompting action: Statute,Legal Deadline: Temporary Rule : 10/11/2005,NA,NA,NA,NA,NA,Final Rule : 08/10/2006 Rulemaking Project Initiated: 08/10/2005 Docket Number: PHMSA-2005-22356,Docket Number: Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: Additional coordination necessary Federal Register Citation for Final Rule: None      ,,,Additional coordination necessary,,,,,Federal Register Citation for Final Rule: None
25,Pipeline and Hazardous Materials Safety Administration,201001,Popular Title: Distribution Integrity Management,Pipeline Safety: Distribution Integrity Management,Red,RIN 2137-AE15,Stage: Final Rule,Previous Stage: NPRM Publication Date 06/25/2008;End of Comment Period 09/23/2008;End of Extended Comment Period 10/23/2008,Abstract: This rulemaking would establish integrity management program requirements appropriate for gas distribution pipeline operators. This rulemaking would require gas distribution pipeline operators to develop and implement programs to better assure the integrity of their pipeline systems.,Economically Significant Major,,,,,,Information Collection,Prompting action: Statute ,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 03/02/2006,Docket Number: PHMSA-04-19854,2/19/09,5/22/09,5/20/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/25/09,8/4/09,8/6/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/23/09,11/4/09,11/6/09,NA,NA,NA,6/30/09,12/11/09,12/4/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: Additional coordination necessary ,,,Additional coordination necessary,,,,,Federal Register Citation for Final Rule: 74 FR 63906
26,Pipeline and Hazardous Materials Safety Administration,201001,Popular Title: Security Plans,Hazardous Materials: Risk-Based Adjustment of Transportation Security Plan Requirements,Red,RIN 2137-AE22,Stage: Final Rule,Previous Stage: NPRM: Publication Date 9/8/2008; End of Comment Period 11/10/2008.,"Abstract: In response to two industry petitions for rulemaking, this rulemaking will reconsider and refine the list of hazardous materials for which security plans are currently required. The industry petitioners asked PHMSA to amend the security plan regulations to create a distinction between hazardous materials that present a significant security risk while in transportation and the vast majority of hazardous materials that pose no significant security risk in transportation.",EU NAFTA,,,,,,Foreign,Foreign Prompting action: None Legal Deadline: None,Legal Deadline: Unknown,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 05/01/2006,Docket Number: PHMSA-2006-25885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: Additional coordination necessary Federal Register Citation for Final Rule: None      ,,,Additional coordination necessary,,,,,Federal Register Citation for Final Rule: None
27,Pipeline and Hazardous Materials Safety Administration,201001,Popular Title: Control Room Management/Human Factors,Pipeline Safety: Control Room Management/Human Factors,Green,RIN 2137-AE28,Stage: Final Rule,Previous Stage: NPRM: Publication Date 09/12/2008;End of Comment Period 11/12/2008,"Abstract: This rulemaking would require operators of natural gas pipelines, hazardous liquid pipelines, and liquefied natural gas (LNG) facilities, to identify and employ specific procedures to improve control room operations, controller training, and controller qualifications. It would require operators to develop, implement, and submit to PHMSA (or the appropriate State), a human factors management plan designed to reduce risks associated with human factors. This would require operators to include in their plans a maximum limit on the hours of service for individuals employed as controllers. It would also require operators to periodically review their management of computer-based control system alarms and to verify that the control systems provide accurate and timely information to controllers. This rulemaking would further require each operator to validate the implementation of the program elements applicable to their individual control system.",None,,,,,,,Prompting action: Statute,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 08/10/2007,Docket Number: PHMSA-2007-27954,7/20/09,NA,5/26/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/21/09,NA,8/6/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/20/09,NA,11/4/09,NA,NA,NA,11/27/09,12/11/09,12/3/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: N/A ,,,,,,,,Federal Register Citation for Final Rule: 74 FR 63310
28,Pipeline and Hazardous Materials Safety Administration,201001,Popular Title: Air Packaging,Hazardous Materials; Combination Packages Containing Liquids Intended for Transport by Aircraft,Red,RIN 2137-AE32,Stage: NPRM,Previous Stage: ANPRM: Publication 7/07/2008; End of Comment Period 9/5/2008.,"Abstract: Incident data and testing conducted on behalf of DOT indicate many combination packagings authorized for the transportation of hazardous materials may not withstand conditions normally incident to air transportation. PHMSA is considering measures to reduce the incidence of package failures and to minimize the consequences of failures should they occur. This rulemaking would require additional measures to verify packaging integrity, such as performance testing, and revisions to packaging requirements, such as the addition of liners or absorbent material.",EU NAFTA,Foreign,,,,,,Prompting action: Secretarial/Head of Operating Administration Decision,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 06/04/2007,Docket Number: PHMSA-07-29364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: Additional coordination necessary Federal Register Citation for NPRM: None      ,,,Additional coordination necessary,,,,,Federal Register Citation for NPRM: None
29,Pipeline and Hazardous Materials Safety Administration,201001,Popular Title: Loading/Unloading,Hazardous Materials: Bulk Loading and Unloading Operations,Green,RIN 2137-AE37,Stage: NPRM,Previous Stage:None,"Abstract: This rulemaking would request information from industry that would consider whether additional requirements governing bulk loading and unloading operations are necessary. PHMSA has reviewed transportation incident data and findings of several National Transportation Safety Board and Chemical Satety Board accident investigations involving bulk hazardous materials loading and unloading operations, which suggest there may be opportunities to enhance the safety of such operations. In particular, PHMSA is examining what, if any, safety benefits would accrue from a requirement for persons conducting bulk loading and unloading operations to develop and implement operating procedures governing these operations. PHMSA has decided to publish a proposed rule instead of a pre-rule.",Information Collection,,,,,,,Prompting action: Secretarial/Head of Operating Administration Decision,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 10/28/2008,Docket Number: PHMSA-2007-28119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: N/A Federal Register Citation for NPRM: None      ,,,,,,,,Federal Register Citation for NPRM: None
30,Pipeline and Hazardous Materials Safety Administration,201001,Popular Title: Transportation of Lithium Batteries,Hazardous Materials: Revisions to Requirements for the Transportation of Lithium Batteries,Red,RIN 2137-AE44,Stage: NPRM,Previous Stage:None,"Abstract: This rulemaking would amend the Hazardous Materials Regulations to comprehensively address the safe transportation of lithium cells and batteries. The intent of the rulemaking is to strengthen the current regulatory framework by imposing more effective safeguards, including design testing to address risks related to internal short circuits, and enhanced packaging, hazard communication, and operational measures for various types and sizes of lithium batteries in specific transportation contexts. The rulemaking responds to several recommendations issued by the National Transportation Safety Board.",Regulatory Flexibility Act,,,,,,,Prompting action: Secretarial/Head of Operating Administration Decision,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 03/26/2009,Docket Number: Dates for NPRM:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: Additional coordination necessary Federal Register Citation for NPRM: 75 FR 1302      ,,,Additional coordination necessary,,,,,Federal Register Citation for NPRM: 75 FR 1302
31,Pipeline and Hazardous Materials Safety Administration,201001,Popular Title: Registration Program,Hazardous Materials: Registration and Fee Assessment Program,Black,RIN 2137-AE47,Stage: NPRM,Previous Stage:None,"Abstract: This rulemaking would amend the statutorily mandated registration and fee assessment program for persons who transport or offer for transportation certain categories and quantities of hazardous materials. For those registrants not qualifying as a small business or not-for-profit organization, PHMSA would increase the fee from $975 (plus a $25 administrative fee) to $2,975 at the most, (plus a $25 administrative fee) for registration year 2010-2011 and following years. For small businesses, the registration fee would remain at its current level of $975 (plus a $25 administrative fee). The increase is necessary to fund the National Hazardous Material Emergency Preparedness (HMEP) grants program at its authorized level of $28,000,000. The purpose of the HMEP Grants Program is to support hazardous material emergency response planning and training activities by states, local governments, and Indian tribes and related activities in accordance with USC 5108(b) and 5116.",None,,,,,,,Prompting action: Statute,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 06/23/2009,Docket Number: Dates for NPRM:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: N/A Federal Register Citation for NPRM: None      ,,,,,,,,Federal Register Citation for NPRM: None
32,Pipeline and Hazardous Materials Safety Administration,201001,Popular Title: Wetlines,Hazardous Materials: Safety Requirements for External Product Piping on Cargo Tanks Transporting Flammable Liquids (Wetlines),Red,RIN 2137-AE53,Stage: NPRM,Previous Stage:None,Abstract: The rulemaking would amend the Hazardous Materials Regulations to prohibit flammable liquids from being transported in unprotected product piping on existing and newly manufactured DOT specification cargo tank motor vehicles.,None,,,,,,,Prompting action: None,Legal Deadline: None,NA,NA,NA,NA,NA,Rulemaking Project Initiated: 09/01/2009,Docket Number: Dates for NPRM:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explanation for any delay: Additional coordination necessary Federal Register Citation for NPRM: None      ,,,Additional coordination necessary,,,,,Federal Register Citation for NPRM: None
