Previous Stage: ANPRM: Publication Date 10/29/2009; End of Comment Period  12/14/2009. NPRM: Publication Date 4/2/2012; End of Comment Period 6/1/2012.,,,,,,,,,,,,,,,,,
Abstract: The PIPES Act provides PHMSA with the authority to enforce excavation damage laws in those states that have inadequate enforcement. This rulemaking would consider standards for excavators and operators to follow when conducting excavation in a vicinity of a pipeline and the administrative procedures to be used for enforcement proceedings.,,,,,,,,,,,,,,,,,
Effects:,,,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,,,
Prompting action: Statute,,,,,,,,,,,,,,,,,
Legal Deadline: None,,,,,,,,,,,,,,,,,
Rulemaking Project Initiated: 03/30/2009 Docket Number: PHMSA 2009-0192 Dates for NPRM:,,,,,,,,,,,,,,,,,
Milestone,,,Originally Scheduled Date,,,,New Projected Date,,,,Actual Date,,,,,,
To OST,,,03/01/2011,,,,05/06/2011,,,,06/02/2011,,,,,,
To OMB,,,04/04/2011,,,,09/21/2011,,,,09/22/2011,,,,,,
OMB Clearance,,,07/05/2011,,,,03/08/2012,,,,03/14/2012,,,,,,
Publication Date,,,07/12/2011,,,,03/14/2012,,,,04/02/2012,,,,,,
End of Comment Period,,,09/13/2011,,,,06/12/2012,,,,06/01/2012,,,,,,
Explanation for any delay: N/A,,,,,,,,,,,,,,,,,
Federal Register Citation for NPRM: 77 FR 19800,,,,,,,,,,,,,,,,,
81.,,,,,,,,,,,,,,,,,
Pipeline and Hazardous Materials Safety Administration,,,,,,,,,,,,,,,,,
Hazardous Materials: Revisions to Requirements for the Transportation of Lithium Batteries,,,,,,,,,,,,,,,,,Red
Popular Title: Transportation of Lithium Batteries,,,,,,,,,,,,,,,,,
RIN 2137-AE44,,,,,,,,,,,,,,,,,
Stage: Final Rule,,,,,,,,,,,,,,,,,
"Previous Stage: NPRM: Publication Date 1/11/2010; End of Comment Period 3/12/2010. C/P reopened: 04/11/2012, C/P closed 05/11/2012",,,,,,,,,,,,,,,,,
"Abstract: This rulemaking would amend the Hazardous Materials Regulations to comprehensively address the safe transportation of lithium cells and batteries. The intent of the rulemaking is to strengthen the current regulatory framework by imposing more effective safeguards, including design testing to address risks related to internal short circuits, and enhanced packaging, hazard communication, and operational measures for various types and sizes of lithium batteries in specific transportation contexts. The rulemaking responds to several recommendations issued by the National Transportation Safety Board. Last month, this action was listed as an SNPRM, but DOT now intends to harmonize with 2013 ICAO standards in a final rule.",,,,,,,,,,,,,,,,,
Effects:,,,,,,,,,,,,,,,,,
Regulatory Flexibility Act,,,,,,,,,,,,,,,,,
Prompting action: Secretarial/Head of Operating Administration Decision,,,,,,,,,,,,,,,,,
Legal Deadline: None,,,,,,,,,,,,,,,,,
Rulemaking Project Initiated: 03/26/2009 Docket Number: PHMSA-2009-0095 Dates for Final Rule:,,,,,,,,,,,,,,,,,
Milestone,Originally Scheduled Date,,,New Projected Date,,,,Actual Date,,,,,,,,,
To OST,08/29/2012,,,,,,,,,,,,,,,,
To OMB,09/19/2012,,,,,,,,,,,,,,,,
OMB Clearance,12/18/2012,,,,,,,,,,,,,,,,
Publication Date,12/28/2012,,,,,,,,,,,,,,,,
Explanation for any delay: N/A,,,,,,,,,,,,,,,,,
Federal Register Citation for Final Rule: None,,,,,,,,,,,,,,,,,
Pipeline and Hazardous Materials Safety Administration,,,,,,,,,,,,,,,,,
Hazardous Materials: Combustible Liquids,,,,,,,,,,,,,,,,,Red
82.,,,,,,,,,,,,,,,,,
Popular Title: Combustible Liquids,,,,,,,,,,,,,,,,,
RIN 2137-AE52,,,,,,,,,,,,,,,,,
Stage: Withdrawal,,,,,,,,,,,,,,,,,
Previous Stage: ANPRM: Publication Date 04/05/2010; End of Comment Period 07/06/2010.,,,,,,,,,,,,,,,,,
"Abstract: This rulemaking would consider the transportation of combustible liquids and whether the Hazardous Materials Regulations (HMR) should harmonize domestic regulations with international standards. Additionally, it would examine ways to revise, clarify, or relax certain regulatory requirements to facilitate the transportation of combustible liquids while maintaining an adequate level of safety. However, after a thorough review of the issues, PHMSA has decided to withdraw this rulemaking action because the benefits of each option",,,,,,,,,,,,,,,,,
considered did not outweigh the costs. The decision to withdraw the NPRM was made on,,,,,,,,,,,,,,,,,
"1/4/2012, and the withdrawal notice is scheduled for May 2012.",,,,,,,,,,,,,,,,,
Effects:,,,,,,,,,,,,,,,,,
EU NAFTA,,,,,,,,,,,,,,,,,
Foreign,,,,,,,,,,,,,,,,,
Prompting action: None,,,,,,,,,,,,,,,,,
Legal Deadline: None,,,,,,,,,,,,,,,,,
Rulemaking Project Initiated: 01/30/2009 Docket Number: PHMSA-2009-0241 Dates for Withdrawal:,,,,,,,,,,,,,,,,,
Milestone,Originally Scheduled Date,,,New Projected Date,,,,Actual Date,,,,,,,,,
Publication Date,05/31/2012,,,05/30/2012,,,,05/30/2012,,,,,,,,,
Explanation for any delay: N/A,,,,,,,,,,,,,,,,,
Federal Register Citation for Withdrawal: 77 FR 31815,,,,,,,,,,,,,,,,,
Pipeline and Hazardous Materials Safety Administration,,,,,,,,,,,,,,,,,
Hazardous Materials: Safety Requirements for External Product Piping on Cargo Tanks Transporting Flammable Liquids (Wetlines),,,,,,,,,,,,,,,,,Red
83.,,,,,,,,,,,,,,,,,
Popular Title: Wetlines,,,,,,,,,,,,,,,,,
RIN 2137-AE53,,,,,,,,,,,,,,,,,
Stage: Final Rule,,,,,,,,,,,,,,,,,
Previous Stage: NPRM: Publication Date 01/27/2011; End of Comment Period 03/28/2011. NPRM: Extension of Comment Period 03/17/2011; End of Extended Comment Period 04/27/2011.,,,,,,,,,,,,,,,,,
Abstract: The rulemaking would amend the Hazardous Materials Regulations to prohibit flammable liquids from being transported in unprotected product piping on existing and newly manufactured DOT specification cargo tank motor vehicles.,,,,,,,,,,,,,,,,,
Effects:,,,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,,,
Prompting action: None,,,,,,,,,,,,,,,,,
Legal Deadline: None,,,,,,,,,,,,,,,,,
Rulemaking Project Initiated: 09/01/2009 Docket Number: PHMSA-2009-0303 Dates for Final Rule:,,,,,,,,,,,,,,,,,
Milestone,Originally Scheduled Date,,,New Projected Date,,,,Actual Date,,,,,,,,,
To OST,12/26/2011,,,04/06/2012,,,,04/05/2012,,,,,,,,,
To OMB,02/02/2012,,,08/21/2012,,,,,,,,,,,,,
OMB Clearance,05/02/2012,,,12/21/2012,,,,,,,,,,,,,
Publication Date,05/11/2012,,,12/31/2012,,,,,,,,,,,,,
Explanation for any delay: N/A,,,,,,,,,,,,,,,,,
Federal Register Citation for Final Rule: None,,,,,,,,,,,,,,,,,
84.,,,,,,,,,,,,,,,,,
Pipeline and Hazardous Materials Safety Administration,,,,,,,,,,,,,,,,,
Pipeline Safety: Safety of On-Shore Liquid Hazardous Pipelines,,,,,,,,,,,,,,,,,Red
Popular Title: Liquid Hazardous Pipelines,,,,,,,,,,,,,,,,,
RIN 2137-AE66,,,,,,,,,,,,,,,,,
Stage: NPRM,,,,,,,,,,,,,,,,,
Previous Stage: ANPRM: Publication Date 10/18/2010; End of Comment Period 01/18/2011; Extension of Comment Period 01/04/2011; End of Extended Comment Period 02/18/2011.,,,,,,,,,,,,,,,,,
"Abstract: This rulemaking would address effective procedures that hazardous liquid operators can use to improve the protection of High Consequence Areas (HCA) and other vulnerable areas along their hazardous liquid onshore pipelines. PHMSA is considering whether changes are needed to the regulations covering hazardous liquid onshore pipelines, whether other areas should be included as HCAs for integrity management (IM) protections, what the repair timeframes should be for areas outside the HCAs that are assessed as part of the IM program, whether leak detection standards are necessary, valve spacing requirements are needed on new construction or existing pipelines, and PHMSA should extend regulation to certain pipelines currently exempt from regulation. The agency would also address the public safety and environmental aspects any new requirements, as well as the cost implications and regulatory burden.",,,,,,,,,,,,,,,,,
Effects:,,,,,,,,,,,,,,,,,
Economically Significant Major,,,,,,,,,,,,,,,,,
Regulatory Flexibility Act Prompting action: None Legal Deadline: None,,,,,,,,,,,,,,,,,
Rulemaking Project Initiated: 08/13/2010,,,,,,,,,,,,,,,,,
Docket Number: PHMSA-2010-0229,,,,,,,,,,,,,,,,,
Dates for NPRM:,,,,,,,,,,,,,,,,,
Milestone,,,Originally Scheduled Date,,,,New Projected Date,,,,Actual Date,,,,,,
To OST,,,11/18/2011,,,,05/22/2012,,,,06/13/2012,,,,,,
To OMB,,,12/16/2011,,,,08/16/2012,,,,,,,,,,
OMB Clearance,,,03/19/2012,,,,11/16/2012,,,,,,,,,,
Publication Date,,,03/30/2012,,,,11/25/2012,,,,,,,,,,
End of Comment Period,,,05/30/2012,,,,01/25/2013,,,,,,,,,,
Explanation for any delay: Additional coordination necessary,,,,,,,,,,,,,,,,,
Federal Register Citation for NPRM: None,,,,,,,,,,,,,,,,,
Pipeline and Hazardous Materials Safety Administration,,,,,,,,,,,,,,,,,
Hazardous Materials: Revision of Requirements for Fireworks Approvals,,,,,,,,,,,,,,,,,Red
85.,,,,,,,,,,,,,,,,,
Popular Title: Fireworks Approvals,,,,,,,,,,,,,,,,,
RIN 2137-AE70,,,,,,,,,,,,,,,,,
Stage: NPRM,,,,,,,,,,,,,,,,,
Previous Stage: None,,,,,,,,,,,,,,,,,
"Abstract: This rulemaking would amend the HMR by revising and clarifying requirements for the examination, testing, certification, and transportation of fireworks. This action would",,,,,,,,,,,,,,,,,
"include consolidating the fireworks requirements into one section, limiting fireworks",,,,,,,,,,,,,,,,,
"approvals to manufacturers only, requiring manufacturers to assign a unique ""product identification number"" to each firework, require 1.3G and 1.4G fireworks to be examined by authorized test labs, and implement an on-line application process.",,,,,,,,,,,,,,,,,
Effects:,,,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,,,
Prompting action: None,,,,,,,,,,,,,,,,,
Legal Deadline: None,,,,,,,,,,,,,,,,,
Rulemaking Project Initiated: 09/27/2010 Docket Number: PHMSA-2010-0320 Dates for NPRM:,,,,,,,,,,,,,,,,,
Milestone,,,Originally Scheduled Date,,,,New Projected Date,,,,Actual Date,,,,,,
To OST,,,08/22/2011,,,,05/15/2012,,,,,,,,,,
To OMB,,,09/29/2011,,,,06/12/2012,,,,,,,,,,
OMB Clearance,,,12/30/2011,,,,09/10/2012,,,,,,,,,,
Publication Date,,,01/19/2012,,,,09/20/2012,,,,,,,,,,
End of Comment Period,,,04/19/2012,,,,11/19/2012,,,,,,,,,,
Explanation for any delay: Additional coordination necessary,,,,,,,,,,,,,,,,,
Federal Register Citation for NPRM: None,,,,,,,,,,,,,,,,,
Pipeline and Hazardous Materials Safety Administration,,,,,,,,,,,,,,,,,
Pipeline Safety: Excess Flow Valves In Applications Other Than Single- Family Residences in Gas Distribution Systems,,,,,,,,,,,,,,,,,Red
86.,,,,,,,,,,,,,,,,,
Popular Title: Excess Flow Valves,,,,,,,,,,,,,,,,,
RIN 2137-AE71,,,,,,,,,,,,,,,,,
Stage: ANPRM,,,,,,,,,,,,,,,,,
Previous Stage: ANPRM 11/25/2011; CP ended 2/18/12; CP extended to 3/19/2012,,,,,,,,,,,,,,,,,
"Abstract: This rulemaking would require excess flow valves (EFVs) be installed in all new and renewed gas service lines, for structures other than single family dwellings, when the operating conditions are compatible with readily available valves. These changes would be in response to NTSB and PHMSA investigations of current EFV installation practices. The intended effect of the rule is to increase the level of safety for structures other than single family dwellings currently subject to Federal pipeline safety regulation.",,,,,,,,,,,,,,,,,
Effects:,,,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,,,
Prompting action: None,,,,,,,,,,,,,,,,,
Legal Deadline: None,,,,,,,,,,,,,,,,,
Rulemaking Project Initiated: 10/01/2010 Docket Number: PHMSA-2011-0009 Dates for ANPRM:,,,,,,,,,,,,,,,,,
Milestone,,,,,Originally Scheduled Date,,,,New Projected Date,,,,Actual Date,,,,
To OST,,,,,06/02/2011,,,,,,,,07/29/2011,,,,
To OMB,,,,,06/30/2011,,,,09/16/2011,,,,09/26/2011,,,,
OMB Clearance,,,,,07/14/2011,,,,11/04/2011,,,,11/02/2011,,,,
Publication Date,,,,,07/25/2011,,,,11/17/2011,,,,11/25/2011,,,,
End of Comment Period,,,,,10/25/2011,,,,01/19/2012,,,,02/18/2012,,,,
Extension of Comment Period,,,,,,,,,,,,,02/02/2012,,,,
End of Extended Comment Period,,,,,,,,,,,,,03/19/2012,,,,
Explanation for any delay: Additional coordination necessary,,,,,,,,,,,,,,,,,
Federal Register Citation for ANPRM: None,,,,,,,,,,,,,,,,,
Pipeline and Hazardous Materials Safety Administration,,,,,,,,,,,,,,,,,
Pipeline Safety: Gas Transmission (RRR),,,,,,,,,,,,,,,,,Red
87.,,,,,,,,,,,,,,,,,
Popular Title: Gas Transmission (RRR),,,,,,,,,,,,,,,,,
RIN 2137-AE72,,,,,,,,,,,,,,,,,
Stage: ANPRM,,,,,,,,,,,,,,,,,
Previous Stage: ANPRM 8/25/2011; CP ended 12/02/2011; CP extended to 1/20/2012,,,,,,,,,,,,,,,,,
"Abstract: In this rulemaking PHMSA will be revisiting the requirements in the Pipeline Safety Regulations addressing integrity management principles for Gas Transmission pipelines. In particular, PHMSA will be reviewing the definition of an HCA ( including the concept of a potential impact radius), the repair criteria for both HCA and non-HCA areas, requiring the use of automatic and remote controlled shut off valves, valve spacing, and whether applying the integrity management program requirements to additional areas would mitigate the need for class location requirements.",,,,,,,,,,,,,,,,,
Effects:,,,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,,,
Prompting action: 2011 Retrospective Regulatory Review,,,,,,,,,,,,,,,,,
Legal Deadline: None,,,,,,,,,,,,,,,,,
Rulemaking Project Initiated: 01/04/2011 Docket Number: PHMSA-2011-0023 Dates for ANPRM:,,,,,,,,,,,,,,,,,
Milestone,,,,,Originally Scheduled Date,,,,New Projected Date,,,,Actual Date,,,,
To OST,,,,,05/23/2011,,,,,,,,06/03/2011,,,,
To OMB,,,,,06/20/2011,,,,07/22/1011,,,,07/14/2011,,,,
OMB Clearance,,,,,07/05/2011,,,,08/04/2011,,,,08/15/2011,,,,
Publication Date,,,,,07/14/2011,,,,08/15/2011,,,,08/25/2011,,,,
End of Comment Period,,,,,,,,,11/22/2011,,,,12/02/2011,,,,
Extension of Comment Period,,,,,,,,,,,,,11/16/2011,,,,
End of Extended Comment Period,,,,,,,,,,,,,01/20/2012,,,,
Explanation for any delay: Additional coordination necessary,,,,,,,,,,,,,,,,,
Federal Register Citation for ANPRM: 76 FR 5308,,,,,,,,,,,,,,,,,
Pipeline and Hazardous Materials Safety Administration,,,,,,,,,,,,,,,,,
Hazardous Materials: Reverse Logistics (RRR),,,,,,,,,,,,,,,,Green,
88.,,,,,,,,,,,,,,,,,
Popular Title: Reverse Logistics (RRR),,,,,,,,,,,,,,,,,
RIN 2137-AE81,,,,,,,,,,,,,,,,,
Stage: ANPRM,,,,,,,,,,,,,,,,,
Previous Stage:None,,,,,,,,,,,,,,,,,
"Abstract: This rulemaking would address changes to the Hazardous Materials Regulations (HMR) that are applicable to reverse logistics. The issue of reverse logistics involves the transportation of hazardous materials that have been damaged or returned from the retailer to a return center. Specifically, the rulemaking would establish a regulatory definition of å",,,,,,,,,,,,,,,,,
«reverse logisticså« and outline the responsibilities of those that offer hazardous materials returned by retail customers.,,,,,,,,,,,,,,,,,
Effects:,,,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,,,
Prompting action: 2011 Retrospective Regulatory Review,,,,,,,,,,,,,,,,,
Legal Deadline: None,,,,,,,,,,,,,,,,,
Rulemaking Project Initiated: 04/08/2011 Docket Number: PHMSA-2011-0143 Dates for ANPRM:,,,,,,,,,,,,,,,,,
Milestone,,,Originally Scheduled Date,,,,New Projected Date,,,,Actual Date,,,,,,
To OST,,,04/10/2012,,,,04/10/2012,,,,03/27/2012,,,,,,
To OMB,,,05/11/2012,,,,05/10/2012,,,,05/14/2012,,,,,,
OMB Clearance,,,06/15/2012,,,,06/07/2012,,,,06/21/2012,,,,,,
Publication Date,,,06/29/2012,,,,06/29/2012,,,,,,,,,,
End of Comment Period,,,08/29/2012,,,,08/29/2012,,,,,,,,,,
Explanation for any delay: N/A,,,,,,,,,,,,,,,,,
Federal Register Citation for ANPRM: None,,,,,,,,,,,,,,,,,
Pipeline and Hazardous Materials Safety Administration,,,,,,,,,,,,,,,,,
Hazardous Materials: Incorporation of Certain Special Permits and Competent Authorities into the HMR (RRR),,,,,,,,,,,,,,,,Green,
89.,,,,,,,,,,,,,,,,,
Popular Title: Special Permits and Competent Authorities (RRR),,,,,,,,,,,,,,,,,
RIN 2137-AE82,,,,,,,,,,,,,,,,,
Stage: NPRM,,,,,,,,,,,,,,,,,
Previous Stage: None,,,,,,,,,,,,,,,,,
"Abstract: This rulemaking would amend the Hazardous Materials Regulations (HMR) to incorporate provisions contained in certain widely used or longstanding special permits and competent authorities that have established safety records. Incorporating such provisions into the HMR is intended to provide wider access to the regulatory flexibility offered in the special permits and competent authorities The adoption of the provisions would eliminate the need for numerous application and renewal requests. The special permits proposed to be added to the regulations here would allow the transportation of å«Self-heatingå« solid, organic n.o.s. (spent bleaching earth) in sift-proof bulk packaging; would allow the use of regulated medical waste shipping names and markings that differ from those prescribed in  the HMR; would allow for the transportation of Class 9 solid coal pitch compounds in non- specification open top or closed-top sift-proof metal cans or fiber drums; and would allow  for the transportation of self-inflating life-saving appliances that contain non-specification steel cylinders when being transported between a vessel and an authorized facility for servicing. This rulemaking action would facilitate commerce activity and reduce paperwork burdens while maintaining an appropriate level of safety. Incorporation of these provisions",,,,,,,,,,,,,,,,,
would reduce the compliance burden and cost on both industry and government.,,,,,,,,,,,,,,,,,
Effects:,,,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,,,
Prompting action: 2011 Retrospective Regulatory Review,,,,,,,,,,,,,,,,,
Legal Deadline: None,,,,,,,,,,,,,,,,,
Rulemaking Project Initiated: 04/18/2011 Docket Number: PHMSA-2011-0158 Dates for NPRM:,,,,,,,,,,,,,,,,,
Milestone,,,Originally Scheduled Date,,,,New Projected Date,,,,Actual Date,,,,,,
To OST,,,05/24/2012,,,,07/05/2012,,,,,,,,,,
To OMB,,,06/21/2012,,,,08/02/2012,,,,,,,,,,
OMB Clearance,,,09/19/2012,,,,10/31/2012,,,,,,,,,,
Publication Date,,,09/28/2012,,,,11/09/2012,,,,,,,,,,
End of Comment Period,,,11/28/2012,,,,01/09/2013,,,,,,,,,,
Explanation for any delay: N/A,,,,,,,,,,,,,,,,,
Federal Register Citation for NPRM: None,,,,,,,,,,,,,,,,,
Research and Innovative Technology Administration,,,,,,,,,,,,,,,,,
90.,,,,,,,,,,,,,,,,,
Research and Innovative Technology Administration,,,,,,,,,,,,,,,,,
Reporting Ancillary Airline Passenger Revenues,,,,,,,,,,,,,,,,Green,
Popular Title: Reporting Ancillary Airline Passenger Revenues,,,,,,,,,,,,,,,,,
RIN 2139-AA13,,,,,,,,,,,,,,,,,
Stage: Final Rule,,,,,,,,,,,,,,,,,
Previous Stage: NPRM: Publication Date 07/15/2011; End of Comment Period 09/13/2011.,,,,,,,,,,,,,,,,,
"Abstract: This rulemaking would collect more detailed revenue information regarding airline imposed fees from those air carriers meeting the definition of ""large certificated air carriers."" Many air carriers have adopted fees for such services as checked baggage, carry-on baggage, meals, on-board entertainment, internet connections, pillows, blankets, early boarding, canceling or changing reservations, unaccompanied minors, pet transportation, etc. The rulemaking would also change the way the Department computes mishandled baggage rates from mishandled baggage reports per domestic enplanement to mishandled bags per checked bags.",,,,,,,,,,,,,,,,,
Effects:,,,,,,,,,,,,,,,,,
Information Collection,,,,,,,,,,,,,,,,,
Prompting action: Secretarial/Head of Operating Administration Decision,,,,,,,,,,,,,,,,,
Legal Deadline: None,,,,,,,,,,,,,,,,,
Rulemaking Project Initiated: 10/01/2010,,,,,,,,,,,,,,,,,
Docket Number: RITA 2011-0001,,,,,,,,,,,,,,,,,
Dates for Final Rule:,,,,,,,,,,,,,,,,,
Milestone,Originally Scheduled Date,,,New Projected Date,,,,Actual Date,,,,,,,,,
To OST,03/21/2012,,,07/17/2012,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
To OMB,04/25/2012,,,08/16/2012,,,,,,,,,,,,,
OMB Clearance,07/25/2012,,,11/16/2012,,,,,,,,,,,,,
Publication Date,07/31/2012,,,11/27/2012,,,,,,,,,,,,,
Explanation for any delay: N/A,,,,,,,,,,,,,,,,,
Federal Register Citation for Final Rule: None,,,,,,,,,,,,,,,,,
