"","agencyAcronym","allowLateComment","attachmentCount","commentDueDate","commentStartDate","commentText","docketId","docketTitle","docketType","documentId","documentStatus","documentType","numberOfCommentsReceived","openForComment","postedDate","submitterName","title","summary","organization","rin"
"30","DOT",FALSE,1,"2015-05-06T23:59:59-04:00","2015-04-08T00:00:00-04:00","Associated Builders and Contractors Inc. submits the following comments in response to the notice of proposed rulemaking published in the Federal Register on March 6 2015 which proposes to amend 2 CFR Part 1201 to allow geographic-based hiring preferences in administering federal awards.","DOT-OST-2015-0013","Geographic-Based Hiring Preferences in Administering Federal Awards","Rulemaking","DOT-OST-2015-0013-0148","Posted","Public Submission",1,FALSE,"2015-05-11T00:00:00-04:00","Geoffrey Burr","Associated Builders and Contractors, Inc.","Attachment Contents : ...Proposed Rule Change Violates the U.S. Constitution. The U.S. <> </> has long held that the Commerce Clause prohibits state and local governments...","ABC","2105-AE38"
"31","DOT",FALSE,2,"2015-05-06T23:59:59-04:00","2015-04-08T00:00:00-04:00","Attached are comments from the Associated General Contractors of America on DOT's proposal to allow the use of geographic hiring preferences on state and local contracts that receive US DOT funding assistance. ","DOT-OST-2015-0013","Geographic-Based Hiring Preferences in Administering Federal Awards","Rulemaking","DOT-OST-2015-0013-0119","Posted","Public Submission",1,FALSE,"2015-05-05T00:00:00-04:00","Brian Deery","Associated General Contractors of America","Attachment Contents : ...unduly limit competition.” Neither program nor the rule even mentions the <> </> ruling in United Building & Construction Trades Council of Camden County v. Mayor...","Associated General Contractors of America","2105-AE38"
"32","DOT",FALSE,1,"2015-04-06T23:59:59-04:00","2015-03-06T00:00:00-05:00","Attached are comments submitted on behalf of North America's Building Trades Unions its affiliated national and international labor organizations its state and local councils and more than 2.5 million individual members of these organizations concerning the proposal by the Department of Transportation to amend its regulations implementing the revised OMB Common Rule to permit recipients and subrecipients to include geographic-based hiring preferences including project labor agreements in bid specifications and contracts for construction of federally funded highways and bridges.","DOT-OST-2015-0013","Geographic-Based Hiring Preferences in Administering Federal Awards","Rulemaking","DOT-OST-2015-0013-0081","Posted","Public Submission",1,FALSE,"2015-04-16T00:00:00-04:00","Terry Yellig","North America's Building Trades Unions (NABTU)","Attachment Contents : ...at 4 (1998) (""U.S.G.A.O.""). In 1993 the <> </> determined that when a public agency acting as a market participant mandates...","North America's Building Trades Unions","2105-AE38"
"33","DOT",FALSE,1,"2015-04-06T23:59:59-04:00","2015-03-06T00:00:00-05:00","See attached file(s) for comments submitted by Construction Industries of Massachusetts.","DOT-OST-2015-0013","Geographic-Based Hiring Preferences in Administering Federal Awards","Rulemaking","DOT-OST-2015-0013-0070","Posted","Public Submission",1,FALSE,"2015-04-09T00:00:00-04:00","John Pourbaix","Construction Industries of Massachusetts","Attachment Contents : ...required by Toomer v. Witsell 334 U.S. 385 396 (1948); <> </> ofVirginia v.Friedman 487 U.S. 59 64-65 108 S.Ct...","Construction Industries of Massachusetts","2105-AE38"
"34","DOT",TRUE,1,NA,"2014-05-20T00:00:00-04:00","See attached file(s)","DOT-OST-2014-0056","Transparency of Airline Ancillary Fees and Other Consumer Protection Issues","Rulemaking","DOT-OST-2014-0056-0772","Posted","Public Submission",1,TRUE,"2015-02-25T00:00:00-05:00","Charles Leocha","Travelers United, Inc. (Formerly Consumer Travel Alliance)","Attachment Contents : ...fees and the ability to comparison shop. We believe that the <> </> has determined that citizens have the right to know all public airfares...","Travelers United, Inc.","2105-AE31"
"35","DOT",FALSE,1,"2011-11-14T23:59:59-05:00","2011-09-15T00:00:00-04:00","ARIZONANS for NON-SMOKERS' RIGHTS (ANSR) ANSR urges the U.S. Department of Transportation (DOT) to adopt rules that prohibit the use of electronic cigarettes (e-cigarettes) on all airlines and in all transportation terminals without exceptions.    A review of published data titled ""Electronic cigarettes:  Human health effects"" written by Dr. Priscilla Callahan-Lyon Office of Science Center for Tobacco Products Food and Drug Administration lists 48 references in regard to research on how e-cigarettes affect users and those nearby.  The review informs the public ""Nicotine is readily absorbed through the airway skin mucous membranes and gastrointestinal tract.  Acute exposure to inhaled nicotine may cause dizziness nausea or vomiting.""ANSR is receiving complaints that confirm that non-smokers who suffer from respiratory and cardiovascular impairments are reacting to exposure to e-cigarette vapor.  Immediate reactions include wheezing difficulty breathing oxygen deprivation and reduced levels of consciousness.  Title III of the Americans with Disabilities Act prohibits discrimination on the basis of disability in air travel.  See:  14 CFR Part 382 Nondiscrimination on the Basis of Disability in Air Travel.  SUBPART C - REQUIREMENTS CONCERNING SERVICES Section 382.31 Refusal of transportation states  (a)  ""Unless specifically permitted by a provision of this part a carrier shall not refuse to provide transportation to a qualified individual with a disability on the basis of his or her disability.""  On October 24 2013 CBS 5 - KPHO news reported ""faulty e-cigarette likely to blame for fire that injured Vietnam Vet.""  The first fire scorched the carpet.  The second fire ""gutted the bedroom of their Sunnyslope area home.""  The home owner ""blames his wife's overheated ""Smokin'T e-cigarettes chargers for starting the fires.""  ""They just exploded.""  he said.  The use of e-cigarettes threatens the health and safety of all passengers and all airline employees.  Infants young children the elderly and disabled passengers are especially vulnerable to exposure to e-cigarette vapor (ECV).  The risk of fire must be eliminated. The Department of Transportation must support the action taken voluntarily by the airlines by taking action to prohibit the use of e-cigarettes on all air carriers and in all airport facilities without exception and without delay.     ","DOT-OST-2011-0044","Smoking of Electronic Cigarettes on Aircraft","Rulemaking","DOT-OST-2011-0044-0959","Posted","Public Submission",1,FALSE,"2014-11-19T00:00:00-05:00","Betty Campbell","Betty Campbell","Attachment Contents : ...decision under the Americans with Disabilities Act (ADA) the U.S. <> </> held that: “In assessing the reasonableness of petitioner’s actions the views...",NA,"2105-AE06"
"36","DOT",FALSE,2,"2014-09-29T23:59:59-04:00","2014-09-25T00:00:00-04:00","Please see attached comments of FlyersRights.org","DOT-OST-2014-0056","Transparency of Airline Ancillary Fees and Other Consumer Protection Issues","Rulemaking","DOT-OST-2014-0056-0752","Posted","Public Submission",1,FALSE,"2014-09-30T00:00:00-04:00",NA,"FlyersRights.org","Attachment Contents : ...against passengers for service complaints. This final provision addresses an adverse <> </> ruling this term on precisely this issue in Ginsberg v. Northwest Airlines...","FlyersRights.org","2105-AE31"
"37","DOT",FALSE,1,"2014-09-29T23:59:59-04:00","2014-09-25T00:00:00-04:00","See attached file(s)","DOT-OST-2014-0056","Transparency of Airline Ancillary Fees and Other Consumer Protection Issues","Rulemaking","DOT-OST-2014-0056-0738","Posted","Public Submission",1,FALSE,"2014-09-30T00:00:00-04:00",NA,"Travelers United and National Consumers League","Attachment Contents : ...comparison shop is a simple basic right. Indeed the U.S. <> </> has recognized that consumers’ right to receive price information is protected by...","Travelers United and National Consumers League","2105-AE31"
"38","DOT",FALSE,1,NA,"2014-09-26T00:00:00-04:00","Comments filed on behalf of Open Allies for Airfare Transparency","DOT-OST-2014-0056","Transparency of Airline Ancillary Fees and Other Consumer Protection Issues","Rulemaking","DOT-OST-2014-0056-0723","Posted","Public Submission",1,FALSE,"2014-09-30T00:00:00-04:00",NA,"Open Allies For Airfare Transparency","Attachment Contents : ...Dealing with the second inquiry first the Commission noted that the <> </> in two then-recent decisions52 had held that the consumer’s right...","Open Allies For Airfare Transparency","2105-AE31"
"39","DOT",FALSE,1,"2014-08-21T23:59:59-04:00","2014-05-23T00:00:00-04:00","A4A comments to Proposal 2 ""Display of Ancillary Service Fees Through All Sales Channels""","DOT-OST-2014-0056","Transparency of Airline Ancillary Fees and Other Consumer Protection Issues","Rulemaking","DOT-OST-2014-0056-0726","Posted","Public Submission",1,FALSE,"2014-09-30T00:00:00-04:00",NA,"Airlines 4 America","Attachment Contents : ...or deceptive practices see 49 U.S.C. § 41712 and the <> </> has made it abundantly clear that agencies cannot create by regulation a...","Airlines 4 America","2105-AE31"
"40","DOT",FALSE,2,"2014-09-29T23:59:59-04:00","2014-09-25T00:00:00-04:00","See attached Comments of the International Air Transport Association.","DOT-OST-2014-0056","Transparency of Airline Ancillary Fees and Other Consumer Protection Issues","Rulemaking","DOT-OST-2014-0056-0713","Posted","Public Submission",1,FALSE,"2014-09-29T00:00:00-04:00","Bruce McDonald","International Air Transport Association","Attachment Contents : ...govern carrier decisions regarding fares and their associated conditions.”14 The <> </>’s recent decision in Northwest Inc. v. Ginsburg provides additional insight into...","International Air Transport Association","2105-AE31"
"41","DOT",FALSE,1,"2014-09-29T23:59:59-04:00","2014-09-25T00:00:00-04:00","Please see attached comments.","DOT-OST-2014-0056","Transparency of Airline Ancillary Fees and Other Consumer Protection Issues","Rulemaking","DOT-OST-2014-0056-0700","Posted","Public Submission",1,FALSE,"2014-09-29T00:00:00-04:00",NA,"TripAdvisor LLC","Attachment Contents : ...rule is arbitrary and capricious and lacks substantial evidence under the <> </>’s standards. 54 Not providing any evidence and giving no cogent explanation...","TripAdvisor LLC","2105-AE31"
"42","DOT",FALSE,1,"2014-09-22T23:59:59-04:00","2014-08-06T00:00:00-04:00","On behalf of the Competitive Enterprise Institute (CEI) I respectfully submit these comments in response to the Department of Transportations Office of the Secretary of Transportations notice of proposed rulemaking in the matter of Transparency of Airline Ancillary Fees and Other Consumer Protection Issues (NPRM). CEI is a nonprofit nonpartisan public interest organization that focuses on regulatory policy from a market-oriented perspective. In our view this latest action by the Department of Transportation (Department) is part of a broader attempt to expand its unfair and deceptive practices (UDP) authority under 49 U.S.C.  41712 in a manner contrary to Congress intent in passing the Airline Deregulation Act. Bolstering this contention is the Departments admission that the projected costs of the revised rules governing airline ancillary fees greatly outweigh its projected benefits.In addition we believe the Departments proposed regulation of ancillary fees reflects a status quo bias that will adversely affect airline competition and consumer welfare.(Full comments are attached.)","DOT-OST-2014-0056","Transparency of Airline Ancillary Fees and Other Consumer Protection Issues","Rulemaking","DOT-OST-2014-0056-0691","Posted","Public Submission",1,FALSE,"2014-09-25T00:00:00-04:00",NA,"Competitive Enterprise Institute","Attachment Contents : ...C. § 40101 et seq.). 11. Joanne W. Young & Lyndsey M. Grunewald <> </> Review of DOT Actions: An Opportunity to Discipline Government Efforts to Re...","Competitive Enterprise Institute","2105-AE31"
"43","DOT",FALSE,1,NA,NA,"On behalf of the Competitive Enterprise Institute (“CEI”) I respectfully submit these comments in response to the Department of Transportation’s Office of the Secretary of Transportation’s advance notice of proposed rulemaking in the matter of Use of Mobile Wireless Devices for Voice Calls on Aircraft (“ANPRM”).  CEI is a nonprofit nonpartisan public interest organization that focuses on regulatory policy from a market-oriented perspective.The comments are attached.","DOT-OST-2014-0002","Use of Mobile Wireless Devices for Voice Calls on Aircraft","Rulemaking","DOT-OST-2014-0002-1748","Posted","Public Submission",1,FALSE,"2014-03-28T00:00:00-04:00","Marc Scribner","Competitive Enterprise Institute","Attachment Contents : ...C. § 40101 et seq.). 23 Joanne W. Young & Lyndsey M. Grunewald <> </> Review of DOT Actions: An Opportunity to Discipline Government Efforts to Re...","Competitive Enterprise Institute","2105-AE30"
"44","DOT",FALSE,1,"2014-03-26T23:59:59-04:00","2014-02-24T00:00:00-05:00","A4A and IATA comments.","DOT-OST-2014-0002","Use of Mobile Wireless Devices for Voice Calls on Aircraft","Rulemaking","DOT-OST-2014-0002-1757","Posted","Public Submission",1,FALSE,"2014-03-28T00:00:00-04:00","Doug Mullen","Airlines for America (“A4A”) and the International Air Transport Association (“IATA”)","Attachment Contents : ...did in 1973. The change was explained to the U.S. <> </> in a government petition for certiorari in a case involving the Department...",NA,"2105-AE30"
"45","DOT",TRUE,1,"2013-12-26T23:59:59-05:00","2013-11-13T00:00:00-05:00","Please see my attached letter outlining my objections to the proposed rule changes.","DOT-OST-2012-0147","Disadvantaged Business Enterprise: Program Implementation Modifications","Rulemaking","DOT-OST-2012-0147-0307","Posted","Public Submission",1,TRUE,"2013-12-26T00:00:00-05:00",NA,"Joseph B. Fay Company","Attachment Contents : ...result of the “narrowly tailored” test established under the U.S. <> </>’s Adarand decision. BID SHOPPING I have often heard arguments that requiring...","Joseph B. Fay Company","2105-AE08"
"46","DOT",TRUE,1,NA,"2013-11-29T00:00:00-05:00","AIRLINE PASSENGER BILL OF RIGHTS 2.0BY FLYERSRIGHTS.ORG   ","DOT-OST-2012-0087","Advisory Committee for Aviation Consumer Protection (ACACP)","Nonrulemaking","DOT-OST-2012-0087-0235","Posted","Public Submission",1,TRUE,"2013-12-19T00:00:00-05:00",NA,"FlyersRights.org","Attachment Contents : ...with a low cost inducement to buy customer loyalty. The US <> </> has ruled that states may not regulate these programs as they do...","FlyersRights.org",NA
"47","DOT",TRUE,1,"2013-11-29T23:59:59-05:00","2013-09-30T00:00:00-04:00","CSI Aviation Inc.  (CSI) supports the U.S. Department of Transportation’s (DOT’s) efforts to provide additional guidance on permissible and prohibited actions when conducting brokering activities.  However its efforts with respect to clarifying and codifying that certain air services performed under a General Services Administration (GSA) Schedule  are common carriage fails to address the court’s specific concerns in CSI Aviation Services Inc. v. U.S. Department of Transportation 637 F.3d 408 (D.C. Cir. 2011) and therefore will also violate the Administrative Procedure Act (APA). ","DOT-OST-2007-27057","Consumer Information Regarding On-Demand Air Taxi Operations - Advance Notice of Proposed Rulemaking ","Rulemaking","DOT-OST-2007-27057-0041","Posted","Public Submission",1,TRUE,"2013-12-03T00:00:00-05:00",NA,"CSI Aviation, Inc.","Attachment Contents : ...St. Louis B. & M. RY. CO. was a 1925 U.S. <> </> case involving a railroad’s $2549.08 claim against the War...","CSI Aviation, Inc.","2105-AD66"
"48","DOT",TRUE,1,"2013-12-26T23:59:59-05:00","2013-11-13T00:00:00-05:00","See attachment.","DOT-OST-2012-0147","Disadvantaged Business Enterprise: Program Implementation Modifications","Rulemaking","DOT-OST-2012-0147-0281","Posted","Public Submission",1,TRUE,"2013-11-25T00:00:00-05:00",NA,"Francis J. Palo, Inc.","Attachment Contents : ...result of the ""narrowly tailored"" test established under the U.S. <> </>'s Adarand decision. It is for these reasons that we urge you...","Francis J. Palo, Inc.","2105-AE08"
"49","DOT",FALSE,1,"2013-12-26T23:59:59-05:00","2013-11-13T00:00:00-05:00","See attachment.","DOT-OST-2012-0147","Disadvantaged Business Enterprise: Program Implementation Modifications","Rulemaking","DOT-OST-2012-0147-0282","Posted","Public Submission",1,FALSE,"2013-11-25T00:00:00-05:00",NA,"Donegal Construction Corporation","Attachment Contents : ...result of the ""narrowly tailored"" test established under the U.S. <> </>'s Adarand decision. 2 • i I' oJ It is for these reasons...","Donegal Construction Corporation","2105-AE08"
"50","DOT",FALSE,1,NA,"2012-08-24T00:00:00-04:00","See attachment","DOT-OST-2012-0147","Disadvantaged Business Enterprise: Program Implementation Modifications","Rulemaking","DOT-OST-2012-0147-0227","Posted","Public Submission",1,FALSE,"2013-01-02T00:00:00-05:00","Joseph Martosello","Buckley & Company, Inc.","Attachment Contents : ...to properly account for race neutral participation as decreed by the <> </>. Moreover after reviewing a state's goal USDOT could unilaterally adjust that...",NA,"2105-AE08"
"51","DOT",FALSE,1,NA,"2012-08-24T00:00:00-04:00","See attachment","DOT-OST-2012-0147","Disadvantaged Business Enterprise: Program Implementation Modifications","Rulemaking","DOT-OST-2012-0147-0218","Posted","Public Submission",1,FALSE,"2013-01-02T00:00:00-05:00","Mike Aparicio","Skanska USA Civil West - California District Inc.","Attachment Contents : ...be limited. A list of prequalified DBEs is precisely what the <> </> contemplated in  calling for the use of ready willing and able contractors...",NA,"2105-AE08"
"52","DOT",FALSE,1,NA,"2012-08-24T00:00:00-04:00","See attachment","DOT-OST-2012-0147","Disadvantaged Business Enterprise: Program Implementation Modifications","Rulemaking","DOT-OST-2012-0147-0212","Posted","Public Submission",1,FALSE,"2012-12-31T00:00:00-05:00","Edward Forte","Underpinning & Foundation Skanska, Inc.","Attachment Contents : ...be limi:ted. A list ofprequalified DBEs is precisely what the <> </> conten;t.plated in calling for the use ofready wi1Hng and able...",NA,"2105-AE08"
"53","DOT",FALSE,1,"2012-12-24T23:59:59-05:00","2012-10-25T00:00:00-04:00","See attached file(s)","DOT-OST-2012-0147","Disadvantaged Business Enterprise: Program Implementation Modifications","Rulemaking","DOT-OST-2012-0147-0211","Posted","Public Submission",1,FALSE,"2012-12-31T00:00:00-05:00","Waiel Hussein","Skanska USA Civil Southeast, Inc.","Attachment Contents : ...be limited. A list of prequalified DBEs is precisely what the <> </> contemplated in calling for the use of ready willing and able contractors...","Skanska USA Civil Southeast Inc.","2105-AE08"
"54","DOT",FALSE,1,"2012-12-24T23:59:59-05:00","2012-10-25T00:00:00-04:00","See attached file(s)","DOT-OST-2012-0147","Disadvantaged Business Enterprise: Program Implementation Modifications","Rulemaking","DOT-OST-2012-0147-0182","Posted","Public Submission",1,FALSE,"2012-12-28T00:00:00-05:00","Donald Fusco","Skanska USA Civil Northeast Inc.","Attachment Contents : ...be limited. A list of prequalified DBEs is precisely what the <> </> contemplated in calling for the use of ready willing and able contractors...","Skanska USA Civil Northeast Inc.","2105-AE08"
"55","DOT",FALSE,1,"2012-12-24T23:59:59-05:00","2012-10-25T00:00:00-04:00","See attached file(s)","DOT-OST-2012-0147","Disadvantaged Business Enterprise: Program Implementation Modifications","Rulemaking","DOT-OST-2012-0147-0193","Posted","Public Submission",1,FALSE,"2012-12-28T00:00:00-05:00","Stephen Sandherr","The Associated General Contractors of America","Attachment Contents : ...study. AGC believes the proposed changes do not comply with the <> </>’s� directive� that� this� program� should� be� based� on� the� availability� of...","Associated General Contractors of America","2105-AE08"
"56","DOT",FALSE,1,"2012-12-24T23:59:59-05:00","2012-10-25T00:00:00-04:00","See attached file(s)","DOT-OST-2012-0147","Disadvantaged Business Enterprise: Program Implementation Modifications","Rulemaking","DOT-OST-2012-0147-0170","Posted","Public Submission",1,FALSE,"2012-12-27T00:00:00-05:00","Anonymous","Industrial Contractors Skanska Inc.","Attachment Contents : ...of 7 A list of prequalified DBEs is precisely what the <> </> contemplated in calling for the use of ready willing and able contractors...","Industrial Contractors Skanska Inc.","2105-AE08"
"57","DOT",FALSE,1,"2012-12-24T23:59:59-05:00","2012-10-25T00:00:00-04:00","See attached file(s)","DOT-OST-2012-0147","Disadvantaged Business Enterprise: Program Implementation Modifications","Rulemaking","DOT-OST-2012-0147-0136","Posted","Public Submission",1,FALSE,"2012-12-27T00:00:00-05:00","Peter Engelman","Skanska Koch","Attachment Contents : ...be limited. A list of prequalified DBEs is precisely what the <> </> contemplated in calling for the use of ready willing and able contractors...","Skanska Koch","2105-AE08"
"58","DOT",FALSE,1,"2012-12-24T23:59:59-05:00","2012-10-25T00:00:00-04:00","See attached file(s)","DOT-OST-2012-0147","Disadvantaged Business Enterprise: Program Implementation Modifications","Rulemaking","DOT-OST-2012-0147-0135","Posted","Public Submission",1,FALSE,"2012-12-27T00:00:00-05:00","Edward Forte","Underpinning & Foundation Skanska, Inc.","Attachment Contents : ...be limited. A list of prequalified DBEs is precisely what the <> </> contemplated in calling for the use of ready willing and able contractors...","Underpinning & Foundation Skanska, Inc.","2105-AE08"
"59","DOT",FALSE,1,"2012-12-24T23:59:59-05:00","2012-10-25T00:00:00-04:00","Please find attached the comments of the American Road & Transportation Builders Association (ARTBA) regarding Docket No. OST-2012-0147.  If you have any problems with or questions regarding the attached document please call (202) 289-4434 ext. 207 or email ngoldstein@artba.org.","DOT-OST-2012-0147","Disadvantaged Business Enterprise: Program Implementation Modifications","Rulemaking","DOT-OST-2012-0147-0123","Posted","Public Submission",1,FALSE,"2012-12-26T00:00:00-05:00","T. Ruane","American Road & Transportation Builders Association (ARTBA)","Attachment Contents : ...1995 case of Adarand Constructors Inc. v. Pena the United States <> </> held that classifications relating to the DBE program must undergo a ""strict...","American Road & Transportation Builders Association (ARTBA)","2105-AE08"
"60","DOT",FALSE,1,"2012-12-24T23:59:59-05:00","2012-10-25T00:00:00-04:00","See attached file(s)","DOT-OST-2012-0147","Disadvantaged Business Enterprise: Program Implementation Modifications","Rulemaking","DOT-OST-2012-0147-0115","Posted","Public Submission",1,FALSE,"2012-12-26T00:00:00-05:00","Kevin Duris","Trumbull Corporation","Attachment Contents : ...Many of the proposed changes are in apparent conflict with the <> </>'s directive to narrowly tailor the DBE program and could result in...","Trumbull Corporation","2105-AE08"
"61","DOT",FALSE,1,NA,"2012-08-24T00:00:00-04:00","See attachment","DOT-OST-2012-0147","Disadvantaged Business Enterprise: Program Implementation Modifications","Rulemaking","DOT-OST-2012-0147-0062","Posted","Public Submission",1,FALSE,"2012-11-08T00:00:00-05:00","Jason Koss","Constructors Association of Western Pennsylvania","Attachment Contents : ...result of the ''narrowly tailored"" test established under the U.S; <> </>'s Al;!arand decision. SIGNIFICANT REGULATORY ACTION Due to the many...",NA,"2105-AE08"
"62","DOT",FALSE,1,"2012-10-03T23:59:59-04:00","2012-07-05T00:00:00-04:00","Please see attachment. ","DOT-OST-2012-0098","Nondiscrimanation On The Basis of Disability in Air Travel","Rulemaking","DOT-OST-2012-0098-0026","Posted","Public Submission",1,FALSE,"2012-10-05T00:00:00-04:00","Paula Pearlman","Disability Rights Legal Center","Attachment Contents : ...find a private right of action under the ACAA following the <> </> opinion Alexander v. Sandoval 532 U.S. 275 (2001) which limits s...","Disability Rights Legal Center","Not Assigned"
"63","DOT",FALSE,1,"2012-08-28T23:59:59-04:00","2012-06-29T00:00:00-04:00","This rule change seems only for the purpose of giving animal rights groups ammunition to inflame the public. There is no benefit to the animals to the shippers to the airlines in recording this information at this point in time beyond what is already required. This is a money waster of big time intended only to increase the cost of shipping animals. ALDF has been designated an internal terrorist group and no government information should be given to this group at all. By giving out such information you allow them access to the very businesses they wish to end that are legitimate and needed for medical research. There is nothing to be gained from this information other than allowing travel information be made public on laboratory animals so that they terrorists can make threats or cause harm to the animals. ""We need to get in their faces and sue the animal users so often they don't know which courtroom they're supposed to appear in next."" Valerie Stanley Attorney ALDF ""Property destruction is a legitimate political tool called economic sabotage and it's meant to attack businesses and corporations."" David Barbarash spokesperson ALDF Quit giving these terrorists our information. The International Pet and Animal Transport Association an advocacy group for animal welfare also praised the proposal but urged the department to report the total of animals transported each year.""It is imperative for consumers to know how many total animals are transported by an airline in order to see that the number of incidents is actually relatively small"" the group said in a statement. What isn't said is that the group requesting these numbers also want the names of the shippers and the times. This means they will have access to airline shipping information for bombing or other terrorists activities. This should be enough to stop this request as the safety of our airlines is paramount.","DOT-OST-2010-0211","Animal Legal Defense Fund - Petition to Amend 14 C.F.R. Section 234.13 - Air Carriers Regarding Incidents Involving Animals During Air Transport ","Nonrulemaking","DOT-OST-2010-0211-3534","Posted","Public Submission",1,FALSE,"2012-08-28T00:00:00-04:00","Dr. Howard","Dr. Howard","Attachment Contents : ...Oregon. Charges against Barbarash were dropped again after a British Columbia <> </> Judge ruled that the police did not have sufficient grounds to obtain...",NA,NA
"64","DOT",FALSE,1,"2012-01-09T23:59:59-05:00","2011-11-21T00:00:00-05:00","See attached file(s)","DOT-OST-2011-0177","Nondiscrimination on the Basis of Disability in Air Travel: Accessibility of Web Site and Automated Kiosks at U.S. Airports","Rulemaking","DOT-OST-2011-0177-0079","Posted","Public Submission",1,FALSE,"2012-01-09T00:00:00-05:00",NA,"National Federation of the Blind","Attachment Contents : ...a statutory scheme of which the ACAA is a part. The <> </> and other federal s have applied this clause to preserve state law...","National Federation of the Blind","2105-AD96"
"65","DOT",FALSE,1,"2011-11-14T23:59:59-05:00","2011-09-15T00:00:00-04:00","See attached file(s)","DOT-OST-2011-0044","Smoking of Electronic Cigarettes on Aircraft","Rulemaking","DOT-OST-2011-0044-0593","Posted","Public Submission",1,FALSE,"2011-11-09T00:00:00-05:00","Raul Martinez","Raul Escalante Martinez","Attachment Contents : ...and toxicity of exhaled vapors have not been studied.” Id. The <> </> stated on State Farm that despite that policymaking in a complex society...",NA,"2105-AE06"
"66","DOT",FALSE,0,"2011-11-14T23:59:59-05:00","2011-09-15T00:00:00-04:00","This is crazy the e cigg give off no second hand smoke and trust me we will fight this to the supreme court one day and they will favor us so for you all to do this is crazy good luck but you know you have already lost. ","DOT-OST-2011-0044","Smoking of Electronic Cigarettes on Aircraft","Rulemaking","DOT-OST-2011-0044-0511","Posted","Public Submission",1,FALSE,"2011-11-04T00:00:00-04:00","Jamie Hickman","Jamie Lee Hickman",NA,NA,"2105-AE06"
"67","DOT",FALSE,0,"2011-11-14T23:59:59-05:00","2011-09-15T00:00:00-04:00","I will use an eCigarette as a form a protest on all flights.  Since it causes no harm to anyone around there is no crime.  You do not have a right to not be annoyed.  Yet I have the right to annoy you.  See you in the Supreme Court suckers.","DOT-OST-2011-0044","Smoking of Electronic Cigarettes on Aircraft","Rulemaking","DOT-OST-2011-0044-0121","Posted","Public Submission",1,FALSE,"2011-09-19T00:00:00-04:00","John Martin","John Robert Martin",NA,NA,"2105-AE06"
"68","DOT",FALSE,0,"2010-09-23T23:59:59-04:00","2010-08-03T00:00:00-04:00","Andrew P. KalickComment on:Docket No. DOT-OST-2010-0140RIN No. 2105-AD92Enhancing Airline Passenger Protections     Andrew Kalick respectfully contends that DOT's proposed rulemaking addresses long overdue issues. Mr.Kalick feels that tarmac delays and all other matters proposed by DOT and their associated provisions should be included in the contract of carriage. He also approves of the Business Traveler's Coalition comments in their entirety. His comments under this docket number and RIN more urgently address the Choice of Forum and Denied Boarding Rules. Related to these two subject areas Kalick first and foremost believes that DOT lacks authority to regulate (propose rules/enforce current ones) that meddle in individual contractual affairs the ambit of which denied boarding falls (already in the contract of carriage.) Further increasing denied boarding compensation rates is hardly an action that will significantly if at all address the burden increasing involuntary denied boardings impose on passengers. The denied boarding compensation is based on the percentage of remaining flight coupons a fact often ommitted from pundit comments. The airlines simply do not bump lower fare tickets. These lower fare tickets that passengers purchase are often if not exclusively the targets of denied boarding. Not only are they the overwhelming targets airlines bump these passengers with complete disregard for the passengers and with relative impunity. Current and proposed amendments to the regulations at hand are in place and enforced without sole/preemptive authority. Passengers retain the right to pursue actions in state/federal courts in denied boarding/contractual actions. Supreme court precedent is very clear as to this point.    Kalick is confident that peanuts will be found to cause allergic reactions in a closed environment such as an airplane and hopes that the agency/persons tasked with the investigation will come to the same conclusion.","DOT-OST-2010-0140","Enhancing Airline Passenger Protections","Rulemaking","DOT-OST-2010-0140-1961","Posted","Public Submission",1,FALSE,"2010-09-30T00:00:00-04:00","Andrew Kalick","Andrew P. Kalick",NA,NA,"Not Assigned"
"69","DOT",FALSE,1,"2010-09-23T23:59:59-04:00","2010-08-03T00:00:00-04:00","Comments of Condor Flugdienst","DOT-OST-2010-0140","Enhancing Airline Passenger Protections","Rulemaking","DOT-OST-2010-0140-1785","Posted","Public Submission",1,FALSE,"2010-09-29T00:00:00-04:00","Anita Mosner","Condor Flugdienst","Attachment Contents : ...In Wolens the controlling case in this area the U.S. <> </> found that the ADA does not preempt lawsuits for breach of contract...","Holland & Knight LLP","Not Assigned"
"70","DOT",FALSE,1,"2010-09-23T23:59:59-04:00","2010-08-03T00:00:00-04:00","Comments of Singapore Airlines Limited","DOT-OST-2010-0140","Enhancing Airline Passenger Protections","Rulemaking","DOT-OST-2010-0140-1786","Posted","Public Submission",1,FALSE,"2010-09-29T00:00:00-04:00","Anita Mosner","Singapore Airlines Limited","Attachment Contents : ...state where the airline does not fly. 7 The U.S. <> </> has found that the Airline Deregulation Act does not preempt lawsuits for...","Holland & Knight LLP","Not Assigned"
"71","DOT",FALSE,1,"2010-08-09T23:59:59-04:00","2010-06-08T00:00:00-04:00","ATA comments.","DOT-OST-2010-0140","Enhancing Airline Passenger Protections","Rulemaking","DOT-OST-2010-0140-1881","Posted","Public Submission",1,FALSE,"2010-09-29T00:00:00-04:00","Doug Mullen","Air Transport Association of America, Inc. ","Attachment Contents : ...or deceptive practices see 49 U.S.C. § 41712 and the <> </> has made it abundantly clear that agencies cannot create by regulation a...","Air Transport Association of America, Inc.","Not Assigned"
